-79.000, -20.597, 0 
-78.000, -37.070, 0 
-77.000, -30.886, 0 
-76.000, -27.588, 0 
-75.000, -36.887, 0 
-74.000, -53.769, 0 
-73.000, -70.489, 0 
-72.000, -91.634, 0 
-71.000, -104.945, 0 
-70.000, -118.174, 0 
-69.000, -131.229, 0 
-68.000, -144.914, 0 
-67.000, -155.109, 0 
-66.000, -159.789, 0 
-65.000, -164.629, 0 
-64.000, -165.745, 0 
-63.000, -168.787, 0 
-62.000, -164.273, 0 
-61.000, -162.393, 0 
-60.000, -158.689, 0 
-59.000, -156.944, 0 
-58.000, -154.551, 0 
-57.000, -153.407, 0 
-56.000, -155.118, 0 
-55.000, -159.577, 0 
-54.000, -162.628, 0 
-53.000, -169.292, 0 
-52.000, -172.950, 0 
-51.000, -178.081, 0 
-50.000, -178.687, 0 
-49.000, -179.285, 0 
-48.000, -181.423, 0 
-47.000, -182.338, 0 
-46.000, -179.870, 0 
-45.000, -179.746, 0 
-44.000, -186.194, 0 
-43.000, -184.574, 0 
-42.000, -182.883, 0 
-41.000, -185.654, 0 
-40.000, -192.542, 0 
-39.000, -188.912, 0 
-38.000, -185.703, 0 
-37.000, -185.741, 0 
-36.000, -187.667, 0 
-35.000, -190.279, 0 
-34.000, -192.246, 0 
-33.000, -198.478, 0 
-32.000, -203.656, 0 
-31.000, -201.370, 0 
-30.000, -209.601, 0 
-29.000, -206.590, 0 
-28.000, -205.797, 0 
-27.000, -206.961, 0 
-26.000, -206.120, 0 
-25.000, -209.904, 0 
-24.000, -215.821, 0 
-23.000, -209.016, 0 
-22.000, -213.708, 0 
-21.000, -218.607, 0 
-20.000, -218.777, 0 
-19.000, -215.998, 0 
-18.000, -217.294, 0 
-17.000, -216.437, 0 
-16.000, -216.551, 0 
-15.000, -219.109, 0 
-14.000, -230.205, 0 
-13.000, -239.755, 0 
-12.000, -231.592, 0 
-11.000, -222.782, 0 
-10.000, -217.828, 0 
-9.000, -221.003, 0 
-8.000, -223.833, 0 
-7.000, -220.734, 0 
-6.000, -220.085, 0 
-5.000, -218.104, 0 
-4.000, -215.370, 0 
-3.000, -212.174, 0 
-2.000, -214.543, 0 
-1.000, -210.917, 0 
0.000, -211.495, 0 
1.000, -213.137, 0 
2.000, -219.856, 0 
3.000, -216.739, 0 
4.000, -216.669, 0 
5.000, -224.199, 0 
6.000, -218.146, 0 
7.000, -234.737, 0 
8.000, -233.820, 0 
9.000, -225.424, 0 
10.000, -220.246, 0 
11.000, -212.207, 0 
12.000, -209.062, 0 
13.000, -212.545, 0 
14.000, -215.302, 0 
15.000, -220.444, 0 
16.000, -221.379, 0 
17.000, -219.285, 0 
18.000, -228.301, 0 
19.000, -228.354, 0 
20.000, -223.225, 0 
21.000, -223.975, 0 
22.000, -217.357, 0 
23.000, -213.571, 0 
24.000, -212.370, 0 
25.000, -212.745, 0 
26.000, -212.185, 0 
27.000, -211.435, 0 
28.000, -216.903, 0 
29.000, -208.261, 0 
30.000, -200.187, 0 
31.000, -194.514, 0 
32.000, -192.524, 0 
33.000, -193.421, 0 
34.000, -191.031, 0 
35.000, -193.327, 0 
36.000, -190.451, 0 
37.000, -190.806, 0 
38.000, -190.602, 0 
39.000, -189.343, 0 
40.000, -188.460, 0 
41.000, -187.292, 0 
42.000, -187.195, 0 
43.000, -185.795, 0 
44.000, -185.781, 0 
45.000, -189.506, 0 
46.000, -190.773, 0 
47.000, -190.083, 0 
48.000, -193.566, 0 
49.000, -196.721, 0 
50.000, -196.373, 0 
51.000, -200.691, 0 
52.000, -200.517, 0 
53.000, -197.994, 0 
54.000, -197.484, 0 
55.000, -196.058, 0 
56.000, -195.017, 0 
57.000, -192.847, 0 
58.000, -191.097, 0 
59.000, -188.791, 0 
60.000, -187.047, 0 
61.000, -186.915, 0 
62.000, -187.204, 0 
63.000, -188.721, 0 
64.000, -187.745, 0 
65.000, -189.845, 0 
66.000, -190.123, 0 
67.000, -187.565, 0 
68.000, -185.385, 0 
69.000, -177.799, 0 
70.000, -166.472, 0 
71.000, -153.163, 0 
72.000, -132.409, 0 
73.000, -113.684, 0 
74.000, -104.242, 0 
75.000, -95.856, 0 
76.000, -94.645, 0 
77.000, -89.952, 0 
78.000, -89.939, 0 
79.000, -86.360, 0 
80.000, -83.053, 0 
81.000, -101.013, 0 
82.000, -109.671, 0 
83.000, -120.230, 0 
84.000, -116.194, 0 
85.000, -125.429, 0 
86.000, -84.203, 0 
